show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,James Lawrence,United States,19-Jul-19,2018,TV-14,77 min,"Documentaries, Sports Movies",,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
tm472411,Movie,Iron Fists and Kung Fu Kicks,,,['AU'],,2019,,108 min,"['documentation', 'history']",7,"The wild untold story of the iconic Shaw Brothers who paved the way for the boom of the Kung fu film movement, which had a huge influence on the West that still continues today."
s3195,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,,Australia,1-Dec-19,2019,TV-MA,108 min,"Documentaries, International Movies",,This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.
s7098,Movie,Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",United States,12-Oct-14,2014,PG,71 min,"Children & Family Movies, Sci-Fi & Fantasy",,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together."
s3260,Movie,Iron Sky: The Coming Race,Timo Vuorensola,,"Finland, Germany, Belgium",16-Nov-19,2019,TV-MA,93 min,"Action & Adventure, Comedies, International Movies",,"Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead."
s5038,Movie,Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",United States,16-Feb-18,2018,TV-MA,96 min,"Dramas, Romantic Movies",,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
tm369179,Movie,Irreplaceable You,,,['US'],,2018,,96 min,"['drama', 'comedy', 'romance']",7,A couple who have known each other since 8 are destined to be together until death do them apart.
s1109,Movie,Irul,Naseef Yusuf Izuddin,"Fahadh Faasil, Soubin Shahir, Darshana Rajendran",India,2-Apr-21,2021,TV-MA,91 min,"International Movies, Thrillers",,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them."
tm1028026,Movie,Irul,,,['IN'],,2021,,91 min,['thriller'],5.7,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement."
s1429,Movie,Is Love Enough? Sir,Rohena Gera,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth, Chandrachoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Rashi Mal","India, France",8-Jan-21,2018,TV-MA,99 min,"Dramas, Independent Movies, International Movies",,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them."
s1494,Movie,Isa Pa with Feelings,Prime Cruz,"Maine Mendoza, Carlo Aquino, Lotlot De Leon, Cris Villanueva, Nikki Valdez, Vangie Labalan, Geleen Eugenio",Philippines,25-Dec-20,2019,TV-G,102 min,"International Movies, Romantic Movies",,"When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences."
tm819841,Movie,Isa Pa with Feelings,,,['PH'],,2019,,102 min,"['comedy', 'romance', 'drama']",7.4,A frustrated architect finds solace with a deaf-mute neighbor. But their relationship is faced with challenges as miscommunications kicked in.
s1942,Movie,Ishq Vishk,Ken Ghosh,"Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra, Kapil Jhaveri, Shabhir, Deepti Gujral, Yash Tonk, Satish Shah, Neelima Azim",India,28-Sep-20,2003,TV-PG,129 min,"Comedies, International Movies, Music & Musicals",,"When the duplicitous Rajiv expresses his love for Payal, a cruel lie kicks off a story of self-discovery and unexpected romance."
tm134140,Movie,Ishq Vishk,,,['IN'],,2003,,145 min,"['drama', 'comedy', 'romance']",5.8,"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing. Payal accepts, and accompanies him. During the outing, he gets intoxicated, and attempts to molest her, and she decides to dump him. Thereafter, slighted but not beaten - Rajiv turns on his charms on another beauty - the gorgeous Alisha Sahay. But will she be as permissible as Payal?"
s7100,Movie,Ishqedarriyaan,V. K. Prakash,"Suhasini Mulay, Kavin Dave, Evelyn Sharma",India,1-Mar-18,2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies",,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.
s1943,Movie,Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid, Anupama Kumar",India,28-Sep-20,2009,TV-14,115 min,"Comedies, International Movies, Romantic Movies",,A deceitful woman seduces two of her late husband’s crooked friends into helping her hatch a nefarious kidnapping plot for a hefty ransom.
tm92977,Movie,Ishqiya,,,['IN'],,2010,R,115 min,"['comedy', 'thriller', 'romance', 'drama']",6.3,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow."
s2915,Movie,Isi & Ossi,Oliver Kienle,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, Zoë Straub, Lisa Hagmeister, Hans-Jochen Wagner, André Eisermann, Ernst Stötzner",Germany,14-Feb-20,2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies",,A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.
tm849407,Movie,Isi & Ossi,,,['DE'],,2020,,113 min,"['romance', 'comedy']",7,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love."
s2120,Movie,Islands of Faith,Chairun Nissa,,Indonesia,17-Aug-20,2018,TV-PG,88 min,"Documentaries, Faith & Spirituality, International Movies",,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change."
s3141,Movie,Isoken,Jadesola Osiberu,"Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele, Lydia Forson, Damilola Adegbite, Tina Mba, Patrick Doyle",Nigeria,15-Dec-19,2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies",,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
tm481188,Movie,Isoken,,,['NG'],,2017,,100 min,"['romance', 'drama', 'comedy']",4.7,"Everyone in the Osayande family worries about Isoken. She's beautiful, successful, and surrounded by great family and friends, but she's still single at 34--a serious cause for concern in a culture obsessed with marriage. At her youngest sister's wedding, their overbearing mother thrusts her into an orchestrated matchmaking with the ultimate Edo man: Osaze. He's handsome, successful, and from a good family, which makes him perfect Nigerian-husband material. But in an unexpected turn of events, Isoken meets Kevin and falls in love with him, and he just might be what she truly wants in a partner. The only problem: not only is he not an Edo man--he is Oyinbo (Caucasian). Isoken is a romantic dramedy that explores cultural expectation, racial stereotypes, and the bonds that unite families in touching, dramatic, and comedic ways."
s7103,Movie,Issaq,Manish Tiwary,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose",India,1-Mar-18,2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
s3163,Movie,It Comes at Night,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner",United States,9-Dec-19,2017,R,92 min,"Horror Movies, Independent Movies",,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
tm150928,Movie,It Follows,,,['US'],,2015,R,101 min,"['horror', 'thriller']",6.6,"After a seemingly innocent sexual encounter, Jay finds herself plagued by strange visions and the inescapable sense that someone, something, is following her."
s3375,Movie,It Takes a Lunatic,Billy Lyons,,"United States, United Kingdom, Germany",25-Oct-19,2019,TV-MA,127 min,Documentaries,,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
tm837843,Movie,It Takes a Lunatic,,,"['US', 'GB', 'DE']",,2019,,126 min,"['documentation', 'drama']",5.6,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
s4075,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,27-Feb-19,2013,TV-PG,127 min,"Comedies, International Movies, Romantic Movies",,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past."
tm166723,Movie,It Takes a Man and a Woman,,,['PH'],,2013,,120 min,"['comedy', 'drama', 'romance']",7.8,"The film follows the life of Miggy and Laida after their break-up which occurred after the events in the second film. Miggy, is now in a relationship with Belle while Laida is now a fiercer woman after living in the United States. They try to co-exist in the same company while Laida tries to oppose Miggy's business decisions through a series of events which made them realize the real definition of true love."
s7104,Movie,It Takes Two,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",United States,20-Nov-19,1995,PG,101 min,"Children & Family Movies, Comedies",,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa."
s7105,Movie,It's Fine,Ismail Farouk,"Saad El Soghayar, Amar, Mohamed Ramadan, Kareem Mahmoud Abdel Aziz, Ayten Amer, Aminaa Alfakharani, Genna Amr, Lotfy Labib, Mahmoud Ellithy",,3-May-19,2012,TV-14,101 min,"Comedies, International Movies, Music & Musicals",,"When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention."
tm295177,Movie,It's for Your Own Good,,,['ES'],,2017,,93 min,"['comedy', 'european']",5.9,Three brothers-in-law try to get their daughters to dump their undesirable boyfriends.
s2196,Movie,It's Her Day,Aniedi Anwah,"Bovi Ugboma, Amanda Ebeye, Shaffy Bello, Adunni Ade, Ini Dima-Okojie, 'Najite Dede, Gregory Ojefua, Thelma Ezeamaka, Femi Durojaiye, Ese Lami George, Toni Tones",Nigeria,29-Jul-20,2016,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",,"After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible."
s7106,Movie,It's Now or Never,Maria Ripoll,"Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez",Spain,1-Mar-16,2015,TV-MA,91 min,"Comedies, International Movies, Romantic Movies",,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart."
s7107,Movie,"It's Okay, Buddy",Hani Hamdi,"Mahmood El-Laithi, Saad El Soghayar, Nermin Maher, Safinaz",Egypt,6-Jun-19,2017,TV-14,84 min,"Comedies, International Movies, Music & Musicals",,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.
s4946,Movie,Ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna",India,3-Apr-18,2017,TV-MA,105 min,"Dramas, International Movies, Thrillers",,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
tm340587,Movie,Ittefaq,,,['IN'],,2017,PG,107 min,"['thriller', 'crime']",7,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer."
s7108,Movie,Iverson,Zatella Beatty,Allen Iverson,United States,1-Apr-16,2014,NR,88 min,"Documentaries, Sports Movies",,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport."
s3115,Movie,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,20-Dec-19,2015,TV-PG,141 min,"Dramas, International Movies, Romantic Movies",,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
tm1121084,Movie,Izla,,,['PH'],,2021,,85 min,"['comedy', 'horror']",5.3,"Two brothers accompany a group of vloggers on their search for a mythical island. But when they find it, they uncover one sinister secret after another."
s5131,Movie,Jaal,Umesh Mehra,"Jeetendra, Mithun Chakraborty, Rekha, Mandakini, Moon Moon Sen, Vinod Mehra, Tanuja, Amrit Pal",India,8-Dec-17,1986,TV-14,162 min,"Action & Adventure, International Movies",,"When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation."
tm371359,Movie,Jaal,,,['IN'],,1986,,159 min,"['drama', 'thriller', 'action']",5,"Shankar's father leaves the family for Meenabai. He later learns that his father is dead. He sets out to find out Meenabai, who he thinks is behind his father's death."
s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,17-Apr-21,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals",,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
tm39557,Movie,Jaane Tu... Ya Jaane Na,,,['IN'],,2008,,155 min,"['drama', 'comedy', 'romance']",6.8,Two best friends being convinced that they are not in love search for each other's love.
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",India,31-Dec-19,2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies",,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
s5136,Movie,Jab Harry Met Sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Aru Krishansh Verma, Chandan Roy Sanyal, Evelyn Sharma, Kavi Shastri, Barbora Mudrochova, Paula Donner, Denis Dorokhov, Martavious Gayles",India,2-Dec-17,2017,TV-MA,142 min,"Comedies, International Movies, Romantic Movies",,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
tm307751,Movie,Jab Harry Met Sejal,,,['IN'],,2017,PG,144 min,"['romance', 'comedy', 'drama']",6.5,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self."
s1944,Movie,Jab We Met,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon",India,28-Sep-20,2007,TV-14,143 min,"Comedies, International Movies, Music & Musicals",,Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.
tm76835,Movie,Jab We Met,,,['IN'],,2007,PG-13,138 min,"['comedy', 'drama', 'romance']",7.4,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.
tm178323,Movie,Jack and Jill,,,['US'],,2011,PG,91 min,"['comedy', 'horror']",4.3,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down."
