show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
tm845552,Movie,Giving Voice,,,['US'],,2020,PG-13,90 min,['documentation'],6.2,"Every year, thousands of high schoolers enter the August Wilson monologue competition for a chance to perform on Broadway. This film follows these students, examining how Wilson and his characters speak to a new generation, inspiring them to listen to his words and find their own voice."
s6857,Movie,GLOW: The Story of the Gorgeous Ladies of Wrestling,Brett Whitcomb,,United States,31-Mar-17,2012,NR,77 min,"Documentaries, Sports Movies",,"This engaging documentary chronicles the 1980s phenomenon ""The Gorgeous Ladies of Wrestling,"" which elevated its female grapplers to star status."
s4493,Movie,Gnome Alone,Peter Lepeniotis,"Becky G., Josh Peck, Tara Strong, Olivia Holt, David Koechner, Jeff Dunham, Patrick Stump, Nash Grier, Madison De La Garza, George Lopez","United Kingdom, Canada, United States, Cayman Islands",19-Oct-18,2018,PG,86 min,"Children & Family Movies, Comedies",,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
tm327540,Movie,Gnome Alone,,,"['US', 'CA', 'GB']",,2017,PG,85 min,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']",6.2,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs."
s2820,Movie,Go Karts,Owen Trevor,"William Lodder, Anastasia Bampos, Darius Amarfio-Jefferson, Richard Roxburgh, Frances O'Connor, Dan Wyllie, Cooper van Grootel, Damian de Montemas, Adam T. Perkins",Australia,13-Mar-20,2020,TV-PG,103 min,"Children & Family Movies, Dramas",,"A fearless teen leans into the rush of high-speed go-kart racing, backed by good friends — and a surly ex-driver who becomes his coach."
tm836662,Movie,Go!,,,['AU'],,2020,,103 min,"['family', 'sport']",6.8,"Jack is a charismatic larrikin who has just discovered the one thing he's really good at — go-kart racing. With the support of his mentor, Patrick, an old race car driver with a secret past, and his best mates Colin and Mandy, Jack must learn to control his recklessness if he is to defeat the best drivers in Australia, including the ruthless champion Dean, and win the National title."
s24,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",,21-Sep-21,2021,TV-Y,61 min,Children & Family Movies,,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!"
s2580,Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore","Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore",United States,1-May-20,2020,TV-Y,42 min,Children & Family Movies,,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention."
tm887376,Movie,Go! Go! Cory Carson: The Chrissy,,,"['JP', 'US', 'FR']",,2020,G,42 min,['animation'],6,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention."
s3267,Movie,GO! The Unforgettable Party,Mauro Scandolari,"Pilar Pascual, José Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo Sánchez Lima, Daniel Rosado, Laura Azcurra, Gastón Ricaud, Florencia Benítez, Majo Cardozo",Argentina,15-Nov-19,2019,TV-PG,60 min,"Children & Family Movies, Music & Musicals",,"Mía's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside."
tm842976,Movie,Go! The Unforgettable Party,,,['AR'],,2019,,60 min,"['music', 'family']",7.7,"Mia is happy to be able to spend a vacation with her dad, but Lupe, Mercedes, Juanma and Alvaro arrive by surprise at the same resort ... and bring the school drama with them!"
s6859,Movie,God Bless the Broken Road,Harold Cronk,"Patrika Darbo, Kim Delaney, Jordin Sparks, Makenzie Moss, Liam Matthews, Andrew W. Walker, Lindsay Pulsipher, Gary Grubbs, Robin Givens, Arthur Cartwright",United States,9-Feb-19,2018,PG,111 min,"Children & Family Movies, Dramas, Faith & Spirituality",,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
s1108,Movie,God Calling,BB Sasore,"Zainab Balogun, Karibi Fubara, Diana Egwuatu, Richard Mofe-Damijo, Tina Mba, Onyeka Onwenu, Nkem Owoh, Patrick Diabuah, Ademola Adedoyin, Bikiya Graham Douglas",Nigeria,2-Apr-21,2018,TV-MA,120 min,"Dramas, Faith & Spirituality, International Movies",,"The loss of a child plunges Sade into a suicidal depression, but her suffering leads to faith – with a little assist from modern technology."
tm851055,Movie,God Calling,,,[],,2018,,120 min,['drama'],9,"When Sade, the central character suffers a personal tragedy, she is taken on a journey of self-discovery and faith which transforms the lives all those around her. God Calling shines a spotlight on modern day spirituality by imaginatively exploring what it might look like for Abraham or Prophet Elijah to be Nigerian in 2018, and have to contend with disbelief as well as modern-day realities such as smartphones, and social media."
s6860,Movie,God Knows Where I Am,"Jedd Wider, Todd Wider",Lori Singer,United States,22-Oct-18,2016,TV-PG,103 min,Documentaries,,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
s6861,Movie,God of War,Gordon Chan,"Vincent Zhao, Sammo Kam-Bo Hung, Regina Wan, Yasuaki Kurata, Keisuke Koide, Timmy Hung, Michael Tong","China, Hong Kong",16-Dec-17,2017,NR,129 min,"Action & Adventure, International Movies",,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.
s6862,Movie,God's Not Dead,Harold Cronk,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Benjamin A. Onyango, Paul Kwo, Hadeel Sittu, Trisha LaFache, Cory Oliver, Willie Robertson, Korie Robertson",United States,1-Apr-20,2014,PG,113 min,"Dramas, Faith & Spirituality",,A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.
s6863,Movie,God's Not Dead: A Light in Darkness,Michael Mason,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",United States,4-Dec-18,2018,PG,106 min,"Dramas, Faith & Spirituality",,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,1-May-18,2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies",,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
tm48430,Movie,Godzilla,,,['US'],,1998,PG-13,133 min,"['thriller', 'scifi', 'action']",5.6,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world."
s4770,Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,18-Jul-18,2018,TV-14,101 min,"Action & Adventure, Anime Features, International Movies",,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
s4209,Movie,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,9-Jan-19,2018,TV-PG,91 min,"Action & Adventure, Anime Features, International Movies",,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
tm363231,Movie,Godzilla: City on the Edge of Battle,,,['JP'],,2018,PG-13,105 min,"['scifi', 'animation', 'action']",6.5,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago."
tm315584,Movie,Godzilla: Planet of the Monsters,,,['JP'],,2017,PG-13,89 min,"['scifi', 'animation', 'action']",6.3,"In the year 2048, the human race is forced to leave Earth after decades of losing against Godzilla and other giant monsters. They take a twenty-year journey to another planet called Tau Ceti-e, but upon arrival, they discover that the planet has become uninhabitable. As living conditions on their ship deteriorate, a young man named Haruo spearheads a movement to return to Earth and take it back from the monsters. The ship successfully makes the return voyage, but the crew realizes that twenty thousand years have passed, with Earth's ecosystem having evolved to become centered around Godzilla."
tm425138,Movie,Godzilla: The Planet Eater,,,['JP'],,2018,PG,90 min,"['animation', 'action', 'scifi', 'horror']",6.5,"With no means for defeating Godzilla Earth, mankind watches as King Ghidorah, clad in a golden light, descends on the planet. The heavens and earth shake once again as the war moves to a higher dimension."
s4771,Movie,Going for Gold,Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",Australia,15-Jul-18,2018,TV-G,88 min,"Children & Family Movies, Dramas, International Movies",,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
tm374357,Movie,Going for Gold,,,['AU'],,2018,G,89 min,"['drama', 'family', 'sport']",6.8,"Seventeen year old, Emma joins a high school cheerleading team when she moves to Australia with her dad who is a former Air Force Officer."
s6865,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",India,31-Dec-19,1979,TV-PG,137 min,"Classic Movies, Comedies, International Movies",,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
s795,Movie,Gold Statue,Tade Ogidan,"Gabriel Afolayan, Kunle Remi, Richard Mofe-Damijo, Sola Sobowale, Kelvin Ikeduba, Kunle Fawole, Norbert Young, Alibaba Akporobome, Segun Arinze, Rycardo Agbor",Nigeria,2-Jun-21,2019,TV-14,145 min,"Comedies, Dramas, International Movies",,"After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison."
tm813929,Movie,Gold Statue,,,['NG'],,2019,,145 min,"['comedy', 'drama']",5,"A prized gold statue drives two best buddies on an adventure to find it and unlock its powers. But does the statue even really exist - and if found, does it really hold magical powers?"
s6866,Movie,Golden Time,Takuya Inaba,,Japan,1-Nov-17,2013,TV-Y,22 min,"International Movies, Sci-Fi & Fantasy",,"In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard."
s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States",31-Dec-19,1995,PG-13,130 min,Action & Adventure,,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
s6868,Movie,Goldie,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",United States,22-Jun-20,2019,TV-MA,89 min,Dramas,,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
s6870,Movie,Goldstone,Ivan Sen,"Aaron Pedersen, Alex Russell, Jacki Weaver, Cheng Pei-pei, David Gulpilil, Michelle Lim Davidson, David Wenham, Tommy Lewis, Tommy Caldwell",Australia,10-Dec-18,2016,R,110 min,Thrillers,,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,5-Jul-20,2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",,"Hapless brothers Gollu and Pappu stumble into a terrorist plot and end up being ordered to detonate a bomb, a task they are destined to bungle."
tm157783,Movie,Gollu Aur Pappu,,,['IN'],,2014,G,112 min,['comedy'],4.7,Two innocent brothers are assigned a mission by a terrorist to detonate a bomb.
s1941,Movie,Golmaal Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Celina Jaitly, Amrita Arora, Anjana Sukhani",India,28-Sep-20,2008,TV-MA,135 min,"Comedies, International Movies, Music & Musicals",,A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters.
tm31335,Movie,Golmaal Returns,,,['IN'],,2008,PG,135 min,"['comedy', 'crime']",4.9,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!"
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,"Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",India,31-Dec-19,2006,TV-14,148 min,"Comedies, International Movies",,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow."
tm976168,Movie,Gone,,,['AU'],,2020,,15 min,"['horror', 'drama']",,Alex and Thomas Bradburry experience a series of strange events when they install a monitor in Olivia's room.
s6873,Movie,Gone are the Days,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",United States,1-Jan-19,2018,R,100 min,Independent Movies,,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
s3160,Movie,Good and Prosperous,Sameh Abdulaziz,"Ali Rabee, Mohamed Abdel-Rahman, Bayoumi Fouad, Karim Afifi, Dalal Abdel Aziz, Mai Selim, Tara Emad, Mohammed Tharwat, Haifa Wehbe, Ahmed Adel",Egypt,10-Dec-19,2017,TV-14,101 min,"Comedies, International Movies",,"As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
s1454,Movie,Good Burger,Brian Robbins,"Kenan Thompson, Kel Mitchell, Abe Vigoda, Dan Schneider, Shar Jackson, Jan Schweiterman, Linda Cardellini, Sinbad, Ron Lester, Josh Server, Ginny Schreiber",United States,1-Jan-21,1997,PG,96 min,"Children & Family Movies, Comedies",,"Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition."
s1889,Movie,Good Game: The Beginning,Umut Aral,"Mert Yazıcıoğlu, Afra Saraçoğlu, Yiğit Kirazcı, Orkun Işıtmak, Bahar Şahin, Tolga Canbeyli, Bada Oh Deniz, Hakan Kurtaş, Doğaç Yildiz",Turkey,3-Oct-20,2018,TV-14,115 min,"Dramas, International Movies, Sports Movies",,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
tm459527,Movie,Good Game: The Beginning,,,['TR'],,2018,PG-13,104 min,"['comedy', 'drama', 'sport']",2.4,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
s1455,Movie,Good Hair,Jeff Stilson,"Chris Rock, Nia Long, Maya Angelou, Ice-T, Eve, Meagan Good, Al Sharpton, KRS-One, Raven-Symoné",United States,1-Jan-21,2009,PG-13,96 min,Documentaries,,Chris Rock hops around the world going from beauty salons to science labs to comb through the mystery of Black hair.
s6875,Movie,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,19-Jan-17,2016,R,90 min,"Comedies, Independent Movies",,Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s6876,Movie,Good Kill,Andrew Niccol,"Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas",United States,2-Apr-17,2014,R,103 min,Dramas,,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
s6877,Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",United States,20-Aug-20,2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies",,"Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s6878,Movie,Good Luck,Tarek Abdel Moaty,"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Egypt,21-Jun-19,2012,TV-MA,99 min,"Dramas, International Movies",,"Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him."
s338,Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",1-Aug-21,2007,R,99 min,"Comedies, Romantic Movies",,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
tm86189,Movie,Good Luck Chuck,,,"['CA', 'US']",,2007,,101 min,"['comedy', 'romance']",5.9,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets."
s6879,Movie,"Good Night, and Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Tate Donovan, Alex Borstein, Matt Ross, Grant Heslov","United States, France, United Kingdom, Japan",2-Jun-19,2005,PG,93 min,Dramas,,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
s645,Movie,Good on Paper,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",,23-Jun-21,2021,TV-MA,94 min,"Comedies, Romantic Movies",,"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true."
tm1038369,Movie,Good on Paper,,,['US'],,2021,R,92 min,"['romance', 'comedy']",5.6,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?"
s6880,Movie,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden",8-Sep-17,2014,R,90 min,"Action & Adventure, Thrillers",,A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
s3819,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,16-May-19,2019,TV-PG,90 min,"Children & Family Movies, Dramas",,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
tm474548,Movie,Good Sam,,,['US'],,2019,PG,90 min,"['drama', 'comedy']",6,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.
s2929,Movie,Good Time,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",United States,11-Feb-20,2017,R,101 min,"Dramas, Independent Movies, Thrillers",,"After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture."
s6881,Movie,GoodFellas,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low",United States,1-Jan-21,1990,R,145 min,"Classic Movies, Dramas",,Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.
s6882,Movie,Gook,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",United States,6-Mar-18,2017,TV-MA,95 min,"Dramas, Independent Movies",,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
s6883,Movie,Goon,Michael Dowse,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry","United States, Canada",15-Aug-17,2011,R,92 min,"Comedies, Sports Movies",,"When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills."
s5103,Movie,Goon: Last of the Enforcers,Jay Baruchel,"Seann William Scott, Alison Pill, Liev Schreiber, Marc-André Grondin, Wyatt Russell, Elisha Cuthbert, Callum Keith Rennie, Jason Jones, Kim Coates, T.J. Miller",Canada,30-Dec-17,2016,R,102 min,"Comedies, International Movies, Sports Movies",,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
tm219259,Movie,Goon: Last of the Enforcers,,,['CA'],,2017,R,101 min,"['comedy', 'sport']",5.6,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter."
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom",25-Apr-19,2018,PG,90 min,"Children & Family Movies, Comedies",,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s2725,Movie,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli",India,1-Apr-20,2013,TV-14,144 min,"Comedies, Dramas, International Movies",,"Sriram is concerned only with spending money, until he meets Dia, a principled activist. Now he's determined to prove himself worthy of her affection."
tm177224,Movie,Gori Tere Pyaar Mein,,,['IN'],,2013,,150 min,"['romance', 'comedy', 'drama']",6.1,"Sriram Venkat is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country. Not necessarily in that order. Because he couldn't care less about the order. This makes him the clear 'black' sheep of the family."
s6885,Movie,Gosford Park,Robert Altman,"Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby","United States, United Kingdom, Italy",1-Nov-19,2001,R,137 min,"Comedies, Dramas, International Movies",,"In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered."
s6887,Movie,Gothika,Mathieu Kassovitz,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel","United States, France, Canada, Spain",1-Jan-21,2003,R,98 min,"Horror Movies, Thrillers",,"After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her."
s6888,Movie,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani",India,15-Oct-17,2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.
tm340430,Movie,Govindha Govindha,,,['IN'],,1993,,145 min,"['drama', 'action', 'crime']",4,"A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot."
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,26-Jan-19,2018,TV-MA,150 min,"Dramas, International Movies",,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
tm413129,Movie,Goyo: The Boy General,,,['PH'],,2018,,155 min,"['history', 'action', 'war']",6.9,"With this film (the second war trilogy set during the Filipino-American war in the early 1900s), the revolution marches on against the Americans after the bloody death of General Antonio Luna. The conflicted philosophies behind the heroic struggle continue and become personified in the colorful character of General Gregorio ""Goyo"" del Pilar."
s6889,Movie,Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker","Germany, United States",1-Oct-20,2008,R,117 min,Dramas,,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.
s6892,Movie,Grand Masti,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Manjari Fadnis, Sonalee Kulkarni, Karishma Tanna, Kainaat Arora, Bruna Abdullah, Maryam Zakaria, Pradeep Singh Rawat",India,1-Mar-18,2013,TV-MA,93 min,"Comedies, International Movies, Music & Musicals",,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion."
s3100,Movie,Grand-Daddy Day Care,Ron Oliver,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",United States,25-Dec-19,2019,PG-13,96 min,"Children & Family Movies, Comedies",,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
tm455410,Movie,Grand-Daddy Day Care,,,['FR'],,2019,PG-13,91 min,"['comedy', 'family']",6.4,A man has to figure out a way to make extra money when his father-in-law moves in.
s4440,Movie,Grandmaster,B. Unnikrishnan,"Mithra Kurian, Anoop Menon, Mohanlal, Narein, Priyamani, Roma, Siddique, Jagathy Sreekumar",India,1-Nov-18,2012,TV-14,133 min,"International Movies, Thrillers",,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims."
